Nom,Alquiler,Extra,Carrer,Direccion,Barri,Districte,Població,Província,Descripcion,Latitud,Longitud
Alquiler de piso en La Seu,850 €/m  ,73 m²   1 hab.   3ª planta exterior,   ,    La Seu     Ciutat Vella    ,La Seu   , Ciutat Vella   ,Valencia,València,"Estupenda vivienda con reforma integral lista para entrar a vivir. La propiedad de 73 m2 se distribuye en salón-comedor amplio y luminoso con balcón con vistas al río, cocina americana totalmente equipada y dormitorio doble con armario empotrado y baño completo. El apartamento, se alquila sin mue...",39.4761338,-0.3754239
Alquiler de piso en El Pla del Remei,1.800 €/me,    80 m²   2 hab.   3ª planta exterior,   ,    El Pla del Remei     L'Eixample    ,El Pla del Remei   , L'Eixample   ,Valencia,València,"Preciosa vivienda recién reformada en una de las mejores zonas de Valencia. Distribuida en dos habitaciones y dos baños completos, uno de ellos en suite. Salón comedor con cocina office con electrodomésticos panelados. Suelos de parquet. Calefacción por radiadores de gas natural. Plaza de garaje...",39.4690375,-0.3689508
Alquiler de piso en La Seu,950 €/m  ,76 m²   2 hab.   8ª planta,   ,    La Seu     Ciutat Vella    ,La Seu   , Ciutat Vella   ,Valencia,València,"Estupenda vivienda con reforma integral y lista para entrar a vivir. La propiedad de 76 m2 se distribuye en salón-comedor amplio con balcón al río, cocina independiente totalmente equipada y dos dormitorios, ambos con baño en suite. El principal, además, tiene salida al balcón. La vivienda, que s...",39.4761338,-0.3754239
Alquiler de piso en calle de Mossén Fenollar,980 €/m  ,130 m²   4 hab.   2ª planta exterior, Carrer de Mossén Fenollar  , Carrer de Mossén Fenollar   Patraix     Patraix    ,Patraix   , Patraix   ,Valencia,València,"Magnifica vivienda en alquiler, consta de vestibulo o recibidor con armario empotrado, amplio salon comedor, 4 habitaciones, todas con armarios empotrados, cocina independiente totalmente equipada, reformada a estrenar, 2 baños completos, uno con bañera y otro con ducha, uno de ellos incorporado...",39.4615557,-0.3894224
Alquiler de piso en Sant Pau,650 €/m  ,54 m²   1 hab.   1ª planta exterior,   ,    Sant Pau     Campanar    ,Sant Pau   , Campanar   ,Valencia,València,"REF. 1108/782. Alquilo excelente apartamento AMUEBLADO y EQUIPADO de 1 habitación y 1 baño completo. Dispone de una amplia TERRAZA con salida desde el salón. Ideal para parejas Zonas comunes con piscina comunitaria, parque infantil, y jardín. Muy bien comunicado y en una zona consolidada, con tod...",39.4883079,-0.4101619
Alquiler de ático en El Pilar,1.500 €/me,    80 m²   2 hab.   4ª planta exterior,   ,    El Pilar     Ciutat Vella    ,El Pilar   , Ciutat Vella   ,Valencia,València,"En pleno centro histórico, encontramos este acogedor ático con una magnífica terraza muy amplia que nos hace disfrutar de la temperatura de nuestra ciudad. La propiedad también dispone de una terraza cubierta. Su superficie está distribuida en dos dormitorios dobles, uno de ellos con baño en suit...",39.473523,-0.3824868
Alquiler de piso en Arrancapins,1.300 €/me,    165 m²   4 hab.   4ª planta exterior,   ,    Arrancapins     Extramurs    ,Arrancapins   , Extramurs   ,Valencia,València,"Vivienda en alquiler, TOTALMENTE REFORMADA y amueblada, muy céntrica, junto a Plaza España. Toda exterior y con vistas despejadas. Inmueble muy amplio ya que se trata de dos viviendas en una, con dos accesos independientes una por salón comedor y la otra por cocina. Dispone de 165m² distribuidos...",39.4638077,-0.38543
Alquiler de piso en Sant Francesc,1.350 €/me,    201 m²   5 hab.   12ª planta exterior,   ,    Sant Francesc     Ciutat Vella    ,Sant Francesc   , Ciutat Vella   ,Valencia,València,"Vivienda de lujo en Ciutat Vella, en el barrio emblemático de Sant Francesc. Situado en un 12º altura, cuenta con inmejorables vistas a la ciudad de Valencia. Destacar de este inmueble, el amplio comedor con balcón de 21 m2. Además, cuenta con 5 habitaciones, de las cuales 2 son dobles, 2 simple...",39.4690149,-0.3760125
Alquiler de ático en Russafa,1.100 €/me,    100 m²   3 hab.   6ª planta exterior,   ,    Russafa     L'Eixample    ,Russafa   , L'Eixample   ,Valencia,València,"Ático renovado en Ruzafa provista de tres dormitorios dobles y dos baños, uno de ellos en suite dentro del dormitorio principal. El salón-comedor es muy luminoso ya que tiene la salida a la terraza desde el mismo. La cocina también ha sido renovada. La vivienda también dispone de una terraza de 2...",39.4612576,-0.3736584
Alquiler de piso en calle del pintor pasqual capuz,675 €/m  ,110 m²   3 hab.   3ª planta exterior, Carrer del pintor pasqual capuz  , Carrer del pintor pasqual capuz   Patraix     Patraix    ,Patraix   , Patraix   ,Valencia,València,"Se alquila Piso con ascensor muy luminoso en la zona de Patraix. Tiene una superficie de m2, distribuidos en 3 habitaciones, 2 baños, comedor y cocina, con electrodomésticos. Es exterior, con una excelente situación cerca de colegio, farmacia, ambulatorio, parque y parada de bus. Interesados preg...",39.4631143,-0.3954225
Alquiler de piso en Sant Francesc,1.200 €/me,    165 m²   3 hab.,   ,    Sant Francesc     Ciutat Vella    ,Sant Francesc   , Ciutat Vella   ,Valencia,València,"Excelente piso reformado en alquiler en una finca esquinera con servicio de conserjería junto a la Plaza del Ayuntamiento, en pleno centro de Valencia. Cuenta con un gran salón y una cocina independiente totalmente equipada. También dispone de 3 dormitorios y 2 cuartos de baño, con la posibilid...",39.4690149,-0.3760125
Alquiler de piso en La Petxina,745 €/m  ,70 m²   2 hab.   1ª planta exterior,   ,    La Petxina     Extramurs    ,La Petxina   , Extramurs   ,Valencia,València,"Vivienda reformada la cual dispone de un salón-comedor luminoso, equipado con todos los muebles y sofás necesarios para entrar a vivir; también dispone de dos dormitorios, uno de ellos doble con baño en suite equipado con bañera, el otro dormitorio es individual con armarios empotrados y escritor...",39.4741367,-0.3924947
Alquiler de dúplex en calle de Luis Bolinches Compañ,1.800 €/me,    180 m²   4 hab.   11ª planta exterior, Carrer de Luis Bolinches Compañ  , Carrer de Luis Bolinches Compañ   Penya-Roja     Camins al Grau    ,Penya-Roja   , Camins al Grau   ,Valencia,València,"Precioso ático duplex en la zona de Av de Francia, junto al Corte Inglés y cc Aqua, el cauce del rio junto a la iudad de las Artes y las Ciencias, y muy cerca de la playa y el puerto. Totalmente amueblado. Tiene una superficie 180 m2, y dispone de 4 habitaciones dobles, 3 baños, cocina independie...",39.4577091,-0.3464715
Alquiler de ático en El Carme,1.500 €/me,    105 m²   3 hab.   4ª planta exterior,   ,    El Carme     Ciutat Vella    ,El Carme   , Ciutat Vella   ,Valencia,València,"Este fantástico ático se compone de tres habitaciones exteriores con armarios empotrados, una de ellas con baño en suite y también dispone de otro baño completo. La cocina está junto al amplio salón con salida a una terraza de 40 metros cuadrados. La propiedad también dispone de parking en la mis...",39.4793514,-0.380721
Alquiler de piso en Benicalap,1.100 €/me,    140 m²   3 hab.   3ª planta exterior,   ,    Benicalap     Benicalap    ,Benicalap   , Benicalap   ,Valencia,València,"Esta magnífica vivienda, consta de tres habitaciones, una de ellas con baño en suite. Todas las estancias son muy luminosas, ya que la vivienda es completamente exterior. La propiedad cuenta con una cocina completamente equipada. Además el salón-comedor es muy amplio. Las ventanas son de doble ac...",39.4935471,-0.3913172
Alquiler de ático en Mont-Olivet,1.100 €/me,    114 m²   3 hab.   5ª planta exterior,   ,    Mont-Olivet     Quatre Carreres    ,Mont-Olivet   , Quatre Carreres   ,Valencia,València,"Ático con amplia terraza de 40m, acondicionado para alquiler vacacional. Dispone de 3 habitaciones completamente amuebladas y decoradas y de 2 baños amplios. El salón está amueblado y es muy luminoso. Consta de aire acondicionado en el salón principal y calefacción central. La cocina está equipad...",39.4586988,-0.3642437
Alquiler de piso en Arrancapins,1.100 €/me,    140 m²   3 hab.   2ª planta exterior,   ,    Arrancapins     Extramurs    ,Arrancapins   , Extramurs   ,Valencia,València,"Esta magnífica vivienda se compone de tres habitaciones de las cuales dos tienen baño en suite. También cuenta la propiedad con una amplia cocina completa y un salón comedor muy luminoso, además de un tercer baño. Toda la vivienda consta de aire acondicionado por conductos. No dude ponerse en con...",39.4638077,-0.38543
Alquiler de piso en Benicalap,1.000 €/me,    85 m²   2 hab.   2ª planta exterior,   ,    Benicalap     Benicalap    ,Benicalap   , Benicalap   ,Valencia,València,"Esta luminosa vivienda se compone de dos habitaciones, una de ellas con baño en suite y un amplio vestidor todas ellas muy luminosas ya que toda la vivienda da al exterior. La propiedad cuenta con una cocina completa con galería, el salón además tiene una terraza y además otro baño y plaza de par...",39.4935471,-0.3913172
Alquiler de piso en El Pla del Remei,1.600 €/me,    71 m²   2 hab.   3ª planta exterior,   ,    El Pla del Remei     L'Eixample    ,El Pla del Remei   , L'Eixample   ,Valencia,València,"Esta preciosa vivienda con unas magníficas vistas al Cauce del Río Turia y recién reformado, se encuentra en una de las mejores zonas de Valencia. Completamente amueblado, su superficie se distribuye en dos dormitorios con armarios empotrados y dos baños completos, uno de ellos en suite. Destacar...",39.4690375,-0.3689508
Alquiler de piso en Mont-Olivet,1.300 €/me,    126 m²   3 hab.   3ª planta exterior,   ,    Mont-Olivet     Quatre Carreres    ,Mont-Olivet   , Quatre Carreres   ,Valencia,València,"Piso recién reformado, a estrenar, amplio y luminoso. Se encuentra a 30 metros de Rio Turia. Dispone de 3 habitaciones totalmente amuebladas y de dos baños acondicionados. El salón es muy luminoso y está decorado con buen gusto (muebles a estrenar). La cocina es amplia, diáfana y está equipada. H...",39.4586988,-0.3642437
Alquiler de piso en XATIVA,1.900 €/me,    200 m²   6 hab.   17ª planta exterior,  XATIVA  ,  XATIVA   Sant Francesc     Ciutat Vella    ,Sant Francesc   , Ciutat Vella   ,Valencia,València,"Alquiler de piso en Sant Frances. Piso de 200mt. Distribuido: Recibidor, 4 habitaciones dobles exteriores y 2 interiores pequeñas. Tiene 2 baños completos y una cocina amplia. El salón mide aprox. 45 m y se podría obtener una sexta habitación reduciéndolo. La finca dispone de seguridad las 24 hor...",39.4674764,-0.3757176
Alquiler de piso en Trinitat,1.300 €/me,    150 m²   3 hab.   9ª planta exterior,   ,    Trinitat     La Saïdia    ,Trinitat   , La Saïdia   ,Valencia,València,"El inmueble es muy espacioso, de diseño clásico y está equipado con calefacción central en toda la superficie. El suelo de baldosas es de muy buena calidad. La cocina independiente tiene un gran tamaño e incluye todos los electrodomésticos. El piso está dotado de amplios armarios en todas las est...",39.4819768,-0.3689508
Alquiler de piso en La Roqueta,1.700 €/me,    139 m²   4 hab.,   ,    La Roqueta     Extramurs    ,La Roqueta   , Extramurs   ,Valencia,València,"Este piso se sitúa en una finca de mediados del siglo XX en el corazón del centro de Valencia, muy cerca de la plaza del Ayuntamiento y la Estación del Norte. La vivienda se encuentra totalmente reformada con estilo moderno, y todas las estancias reciben mucha luz natural y ofrecen bonitas vist...",39.4670605,-0.3801324
Alquiler de piso en Mestalla,1.200 €/me,    148 m²   3 hab.   7ª planta exterior,   ,    Mestalla     El Pla del Real    ,Mestalla   , El Pla del Real   ,Valencia,València,Este estupendo apartamento en alquiler junto al Paseo de la Alameda en Valencia reúne todas las condiciones para entrar a vivir una vez amueblado a nuestro gusto. Subimos en un ascensor a un piso alto y entramos a un apartamento todo exterior. A un lado un amplio salón con acceso a un gran balcón...,39.4716549,-0.3595372
Alquiler de piso en Sant Francesc,1.100 €/me,    105 m²   2 hab.,   ,    Sant Francesc     Ciutat Vella    ,Sant Francesc   , Ciutat Vella   ,Valencia,València,"Este bonito piso a estrenar tiene una superficie construida de 105 m² y está ubicado en la tercera planta de un edificio de cinco alturas. El salón-comedor es muy amplio y luminoso, ya que cuenta con un gran mirador en toda su fachada frontal y lateral, con agradables vistas a la zona peatonal....",39.4690149,-0.3760125
Alquiler de piso en El Pilar,850 €/m  ,78 m²   2 hab.   3ª planta exterior,   ,    El Pilar     Ciutat Vella    ,El Pilar   , Ciutat Vella   ,Valencia,València,"Esta práctica vivienda se compone de un luminoso salón con balcón, completamente amueblado y cuenta con dos habitaciones, a la habitación principal se accede desde el salón mediante un altillo, y desde el pasillo se accede a la buhardilla donde encontramos la otra habitación doble, la cocina comp...",39.473523,-0.3824868
Alquiler de piso en Gran Vía,1.100 €/me,    193 m²   4 hab.   4ª planta exterior,   ,    Gran Vía     L'Eixample    ,Gran Vía   , L'Eixample   ,Valencia,València,"Excelente vivienda de 193 metros construidos, perfectamente distribuida con cuatro dormitorios provistos de prácticos armarios empotrados, dos baños completos, salón-comedor amplio y luminoso, cocina office independiente recientemente reformada, completamente equipada y con dos grandes despensas,...",39.4658115,-0.3660088
Alquiler de piso en Gran Vía,1.500 €/me,    85 m²   2 hab.   1ª planta exterior,   ,    Gran Vía     L'Eixample    ,Gran Vía   , L'Eixample   ,Valencia,València,"Esta encantadora vivienda cuenta con una reforma prácticamente a estrenar, destacando los excelentes materiales con los que ha sido realizada cuidando mucho los detalles. Consta de un confortable salón-comedor con zona de despacho. Dispone de una habitación principal con baño incluido y una terra...",39.4658115,-0.3660088
Alquiler de piso en Ciutat Universitària,1.300 €/me,    173 m²   4 hab.   13ª planta exterior,   ,    Ciutat Universitària     El Pla del Real    ,Ciutat Universitària   , El Pla del Real   ,Valencia,València,"Estupendo y amplio piso ubicado junto a la Avenida Blasco Ibáñez. Consta de 4 dormitorios, todos ellos provistos de armarios empotrados y dos baños completos. Salón espacioso con salida a una terraza amplia y con vistas geniales. Cocina totalmente equipada, junto con una galería donde se encuentr...",39.4787734,-0.3589489
Alquiler de piso en plaza de Sant Agustí,1.900 €/me,    190 m²   6 hab.   17ª planta exterior, Plaça de Sant Agustí  , Plaça de Sant Agustí   Sant Francesc     Ciutat Vella    ,Sant Francesc   , Ciutat Vella   ,Valencia,València,"Lo más exclusivo por situación, altura, vistas, luz, silencio, independencia, brisa marina y oxígeno sin la polución de los pisos bajos. El privilegio de residir en el piso más alto del centro actualmente disponible, será el mejor recuerdo de la estancia en esta ciudad, orientado hacia la Pza. de...",39.4685368,-0.3795674
